carat,cut,cut_ord,color,clarity,clarity_ord,price
0.3,Ideal,5,F,IF,8,886
1.0,Premium,4,H,VS2,5,4861
0.53,Premium,4,I,VS1,4,1383
1.01,Premium,4,D,SI1,3,5543
1.04,Ideal,5,G,VVS2,6,8590
0.32,Ideal,5,E,VVS1,7,954
0.7,Premium,4,F,SI2,2,1662
0.3,Very Good,3,G,VS2,5,675
0.84,Very Good,3,G,SI2,2,3015
1.02,Very Good,3,D,SI1,3,5598
0.7,Very Good,3,G,SI1,3,2310
1.78,Very Good,3,D,SI2,2,10730
0.31,Premium,4,E,VVS2,6,816
1.0,Premium,4,E,SI1,3,5544
0.38,Ideal,5,D,VS1,4,1170
0.37,Ideal,5,H,SI1,3,533
1.52,Ideal,5,J,VS1,4,7740
0.54,Ideal,5,F,VS2,5,1619
0.92,Very Good,3,E,SI1,3,4254
0.57,Premium,4,D,VS2,5,2047
0.3,Premium,4,E,VS2,5,844
1.65,Premium,4,G,I1,1,6912
2.11,Premium,4,G,SI2,2,13069
1.5,Premium,4,F,SI2,2,8232
0.33,Ideal,5,H,SI1,3,564
0.36,Ideal,5,D,SI1,3,851
1.01,Very Good,3,D,SI2,2,4719
1.01,Ideal,5,G,VS2,5,5439
0.39,Good,2,G,IF,8,1213
0.7,Good,2,E,VS1,4,2973
2.2,Ideal,5,J,VS2,5,15384
0.42,Ideal,5,H,SI1,3,700
0.34,Ideal,5,E,SI2,2,454
0.43,Premium,4,D,VS2,5,963
0.41,Premium,4,G,VS1,4,961
1.02,Very Good,3,J,SI1,3,3879
0.52,Ideal,5,E,VS2,5,1689
0.41,Premium,4,E,SI2,2,876
0.32,Ideal,5,H,IF,8,814
0.4,Ideal,5,D,SI1,3,924
0.37,Premium,4,D,VS2,5,1124
1.0,Premium,4,E,VVS2,6,8888
1.05,Ideal,5,F,VS2,5,6933
1.01,Very Good,3,G,VS1,4,6353
0.31,Ideal,5,E,VVS1,7,942
0.25,Ideal,5,I,VVS1,7,421
1.39,Ideal,5,G,IF,8,13061
1.08,Ideal,5,I,SI2,2,4130
0.5,Good,2,F,VS2,5,1279
1.01,Very Good,3,D,SI1,3,5542
0.32,Ideal,5,E,VS2,5,900
1.0,Very Good,3,D,SI1,3,5005
0.32,Ideal,5,D,VVS1,7,1064
0.42,Very Good,3,I,VS1,4,777
0.52,Ideal,5,E,VS2,5,1621
1.04,Very Good,3,I,SI2,2,3449
0.32,Ideal,5,G,VS2,5,720
1.51,Premium,4,G,VS1,4,14674
0.3,Very Good,3,E,SI1,3,526
0.3,Ideal,5,H,SI1,3,450
0.72,Very Good,3,J,VS1,4,1988
1.77,Premium,4,F,SI1,3,11965
2.04,Premium,4,J,VS2,5,13477
0.39,Very Good,3,F,SI1,3,704
0.4,Very Good,3,J,SI1,3,603
0.61,Premium,4,F,VVS1,7,2753
0.58,Ideal,5,F,VVS2,6,2380
0.3,Ideal,5,F,IF,8,886
0.63,Ideal,5,E,VS2,5,2205
0.96,Ideal,5,H,SI2,2,4213
0.83,Ideal,5,F,SI1,3,3774
0.36,Ideal,5,E,VVS2,6,998
1.01,Ideal,5,D,VVS1,7,11661
1.2,Very Good,3,H,SI2,2,5211
1.03,Ideal,5,G,SI2,2,4290
0.3,Ideal,5,E,VVS1,7,862
0.31,Ideal,5,H,VVS1,7,660
1.5,Very Good,3,G,SI2,2,8580
0.5,Good,2,G,VVS2,6,1715
0.55,Very Good,3,E,VVS2,6,2499
0.53,Very Good,3,E,SI2,2,1167
0.36,Good,2,E,IF,8,1053
0.74,Very Good,3,I,VVS2,6,2550
0.41,Ideal,5,F,VS1,4,1007
0.29,Very Good,3,E,VVS1,7,664
0.4,Premium,4,J,VS1,4,631
0.49,Premium,4,E,SI2,2,949
1.16,Premium,4,H,SI2,2,4157
1.23,Premium,4,F,SI2,2,5695
1.01,Good,2,D,VS1,4,5050
0.9,Good,2,G,I1,1,2226
0.6,Ideal,5,E,SI1,3,1890
1.11,Premium,4,J,SI1,3,3524
1.0,Good,2,G,VVS2,6,7453
0.7,Very Good,3,D,VS1,4,2755
0.41,Very Good,3,D,SI1,3,947
0.4,Ideal,5,G,VVS1,7,1043
2.01,Very Good,3,J,SI2,2,11406
0.45,Premium,4,D,VVS2,6,1548
0.52,Ideal,5,E,VS2,5,1708
0.54,Ideal,5,D,VVS1,7,4042
0.41,Good,2,H,VS2,5,729
0.52,Very Good,3,F,SI1,3,1261
1.54,Very Good,3,G,VS1,4,14433
0.79,Premium,4,G,SI1,3,3539
1.2,Ideal,5,G,VS1,4,8442
1.71,Ideal,5,J,VS1,4,10821
0.31,Ideal,5,E,VVS2,6,791
0.75,Ideal,5,E,VS2,5,3136
0.59,Very Good,3,G,SI1,3,1555
0.51,Very Good,3,G,VS1,4,1599
1.04,Premium,4,D,SI2,2,5154
0.35,Premium,4,E,VVS1,7,1071
0.31,Premium,4,I,SI1,3,523
0.45,Premium,4,I,VVS1,7,1013
1.15,Very Good,3,G,SI1,3,5587
0.32,Ideal,5,G,VS2,5,560
0.31,Very Good,3,G,SI1,3,462
0.57,Very Good,3,J,SI1,3,1037
1.01,Good,2,D,SI2,2,4234
1.04,Fair,1,F,SI1,3,4403
0.3,Ideal,5,E,VS2,5,658
0.32,Ideal,5,E,VS2,5,702
1.01,Premium,4,G,I1,1,3348
1.32,Premium,4,H,SI2,2,6431
0.71,Very Good,3,H,VS2,5,2450
0.31,Ideal,5,H,VVS1,7,707
1.02,Premium,4,H,VS2,5,5666
0.43,Premium,4,D,VS2,5,1056
0.9,Premium,4,G,SI1,3,3669
0.51,Ideal,5,E,VS2,5,1656
1.02,Premium,4,G,SI2,2,4078
1.07,Ideal,5,H,SI1,3,5281
0.33,Very Good,3,I,VVS1,7,608
0.36,Premium,4,I,SI1,3,624
0.53,Ideal,5,G,VVS2,6,1818
0.55,Premium,4,F,SI1,3,1354
0.56,Ideal,5,D,VS1,4,2170
0.54,Ideal,5,F,VS2,5,1662
0.3,Ideal,5,H,SI1,3,572
0.34,Ideal,5,G,IF,8,974
1.71,Very Good,3,H,VS2,5,13445
1.2,Good,2,F,VS2,5,7666
0.5,Ideal,5,E,VS2,5,1746
0.33,Premium,4,G,VS2,5,579
0.56,Ideal,5,G,SI1,3,1322
1.0,Very Good,3,H,VS2,5,4978
0.79,Very Good,3,J,SI1,3,1828
0.7,Very Good,3,I,VVS2,6,2415
0.6,Ideal,5,G,VVS2,6,2413
1.2,Very Good,3,G,VS1,4,8577
0.56,Ideal,5,D,IF,8,4216
2.04,Very Good,3,J,VS2,5,13609
0.71,Ideal,5,E,VS2,5,3553
0.8,Premium,4,F,VS2,5,3285
0.32,Premium,4,H,VVS2,6,828
0.9,Premium,4,F,SI2,2,3457
0.4,Ideal,5,E,SI2,2,629
0.43,Ideal,5,D,SI2,2,716
0.6,Ideal,5,H,SI1,3,1766
0.9,Good,2,E,SI1,3,3884
0.76,Good,2,E,SI2,2,2680
1.23,Premium,4,H,SI2,2,5717
0.5,Premium,4,H,SI1,3,1156
0.66,Premium,4,D,VS1,4,2861
0.3,Premium,4,H,SI1,3,554
0.41,Premium,4,J,VVS1,7,994
0.73,Ideal,5,E,SI1,3,2791
0.4,Premium,4,E,VS1,4,1125
1.09,Ideal,5,G,VS2,5,7961
0.31,Very Good,3,F,VS1,4,675
0.3,Ideal,5,I,SI1,3,394
0.91,Premium,4,E,I1,1,2486
0.72,Ideal,5,G,VS2,5,2797
0.35,Premium,4,H,SI2,2,566
1.51,Very Good,3,F,SI1,3,11302
0.73,Ideal,5,I,VS2,5,2453
1.7,Ideal,5,I,VS2,5,10662
1.52,Premium,4,G,VVS2,6,14105
1.21,Ideal,5,G,VS1,4,9323
1.0,Very Good,3,E,SI2,2,4308
0.41,Very Good,3,G,VS1,4,839
1.1,Ideal,5,F,SI2,2,4809
0.3,Premium,4,D,SI1,3,662
0.9,Good,2,H,SI1,3,3398
0.51,Good,2,G,VVS2,6,1800
0.25,Very Good,3,F,VS1,4,436
0.7,Fair,1,E,SI1,3,2318
1.02,Very Good,3,H,SI1,3,4552
1.63,Ideal,5,F,VS1,4,18179
0.53,Ideal,5,F,VS2,5,1803
0.53,Ideal,5,D,VS2,5,1722
1.02,Ideal,5,F,SI2,2,4238
0.31,Premium,4,H,IF,8,1046
1.29,Ideal,5,J,VVS1,7,6918
1.1,Ideal,5,H,SI1,3,4764
0.5,Ideal,5,E,VS2,5,1559
0.59,Very Good,3,E,VS2,5,1838
0.41,Premium,4,H,SI1,3,876
0.24,Ideal,5,F,VS2,5,536
0.7,Very Good,3,G,VS1,4,2473
0.57,Ideal,5,G,VS1,4,1942
0.63,Premium,4,E,SI2,2,1169
0.58,Premium,4,F,VS2,5,2036
0.32,Very Good,3,D,VS2,5,657
1.62,Ideal,5,I,VVS1,7,12186
0.32,Ideal,5,G,VVS2,6,708
1.01,Premium,4,D,IF,8,16234
0.4,Ideal,5,G,SI1,3,692
0.72,Ideal,5,F,SI1,3,2586
1.2,Very Good,3,J,SI1,3,4752
0.35,Ideal,5,D,VS2,5,1063
0.3,Premium,4,E,VVS1,7,956
0.31,Premium,4,E,SI1,3,544
0.41,Premium,4,G,VS2,5,1061
0.71,Ideal,5,E,VS1,4,3238
1.16,Ideal,5,F,VVS2,6,11120
0.3,Premium,4,H,VS2,5,608
1.5,Very Good,3,G,SI2,2,8148
0.34,Premium,4,G,VVS1,7,1071
0.42,Ideal,5,H,SI1,3,885
1.0,Very Good,3,I,SI1,3,3640
0.67,Good,2,J,VS1,4,1581
1.22,Premium,4,D,VS2,5,8950
0.32,Ideal,5,H,VS2,5,648
0.71,Premium,4,I,VVS2,6,2450
0.41,Ideal,5,D,VS2,5,1076
1.01,Premium,4,F,SI2,2,3897
0.5,Good,2,E,SI2,2,1181
1.04,Ideal,5,F,VVS1,7,10825
1.33,Premium,4,G,VS2,5,9682
0.31,Ideal,5,E,VVS1,7,903
1.03,Premium,4,F,VVS1,7,10546
0.51,Ideal,5,E,VVS2,6,2209
0.31,Premium,4,I,VS2,5,558
1.66,Premium,4,J,SI1,3,8487
1.39,Ideal,5,J,VS2,5,6366
0.32,Ideal,5,E,VVS2,6,1080
1.5,Ideal,5,I,VS1,4,9618
1.0,Premium,4,E,VS2,5,7168
0.81,Very Good,3,E,SI1,3,3643
0.33,Very Good,3,E,IF,8,957
0.38,Very Good,3,J,IF,8,827
0.34,Ideal,5,H,VS2,5,689
1.31,Ideal,5,I,VS1,4,6573
0.32,Ideal,5,G,SI2,2,450
0.3,Very Good,3,G,VS1,4,605
0.77,Premium,4,G,VS1,4,2846
1.1,Ideal,5,G,VS1,4,6984
0.39,Ideal,5,H,SI1,3,698
0.24,Good,2,E,VVS1,7,526
0.31,Premium,4,I,VS2,5,558
0.38,Very Good,3,G,VS2,5,766
1.04,Ideal,5,G,VS2,5,6290
0.41,Ideal,5,E,VVS1,7,1431
0.41,Premium,4,F,VVS1,7,1356
0.9,Very Good,3,I,SI2,2,2704
0.31,Premium,4,I,VVS2,6,544
0.71,Ideal,5,H,VS2,5,2450
1.0,Fair,1,H,SI2,2,2530
0.95,Very Good,3,I,SI1,3,3378
0.59,Very Good,3,F,SI1,3,1412
0.72,Very Good,3,E,VS2,5,2585
0.36,Very Good,3,F,VS2,5,708
0.4,Premium,4,F,VS2,5,842
0.33,Ideal,5,F,VS1,4,738
0.71,Very Good,3,F,VVS1,7,3461
1.05,Premium,4,G,SI2,2,3599
0.3,Ideal,5,I,VS2,5,438
0.41,Fair,1,E,SI2,2,818
1.51,Premium,4,I,VS2,5,9471
0.84,Premium,4,E,VS2,5,3528
0.7,Good,2,E,SI1,3,2569
0.77,Premium,4,I,VS2,5,2375
1.2,Fair,1,F,I1,1,2809
1.15,Premium,4,H,SI2,2,4830
0.63,Ideal,5,E,VVS1,7,3161
0.7,Ideal,5,F,VS2,5,2671
0.32,Ideal,5,G,IF,8,1020
0.56,Ideal,5,H,SI2,2,1571
0.72,Very Good,3,E,VS2,5,2872
0.75,Good,2,J,SI1,3,1965
0.4,Ideal,5,G,VVS1,7,1200
1.21,Very Good,3,H,VS2,5,6684
0.35,Premium,4,H,SI1,3,647
1.03,Ideal,5,G,VS2,5,6981
0.71,Ideal,5,G,SI2,2,2266
0.51,Good,2,H,SI1,3,1227
0.53,Premium,4,G,VVS2,6,1914
0.7,Very Good,3,D,VS2,5,2960
0.3,Ideal,5,G,VVS2,6,850
0.56,Ideal,5,I,SI1,3,1212
1.37,Ideal,5,H,VS1,4,7979
1.22,Very Good,3,J,SI2,2,4058
1.24,Ideal,5,J,SI1,3,5125
0.33,Premium,4,E,VS2,5,723
0.4,Ideal,5,E,VVS1,7,1397
0.64,Ideal,5,D,VVS1,7,4084
1.52,Ideal,5,I,SI2,2,7582
1.15,Ideal,5,G,VVS2,6,8592
1.14,Premium,4,I,SI1,3,4788
0.3,Ideal,5,I,VS1,4,518
0.85,Ideal,5,G,VS1,4,4373
1.03,Ideal,5,E,VVS2,6,11611
1.2,Premium,4,I,SI2,2,4234
2.21,Premium,4,H,SI1,3,13983
0.33,Very Good,3,E,VS2,5,627
0.27,Ideal,5,I,VS1,4,432
0.7,Very Good,3,F,VVS2,6,3974
1.11,Premium,4,G,VS2,5,5346
1.2,Premium,4,G,SI2,2,5689
0.7,Premium,4,E,VVS1,7,3265
0.36,Ideal,5,E,SI1,3,597
0.31,Ideal,5,F,VS2,5,625
0.31,Ideal,5,G,VS2,5,544
0.75,Very Good,3,G,VS2,5,2467
0.43,Premium,4,H,I1,1,581
0.7,Premium,4,E,SI1,3,2194
0.33,Very Good,3,G,VVS2,6,702
1.02,Very Good,3,J,VS2,5,4354
0.72,Ideal,5,E,SI1,3,2642
1.2,Ideal,5,J,SI1,3,5071
0.72,Premium,4,F,VS2,5,2584
1.02,Very Good,3,D,SI2,2,4964
1.23,Ideal,5,I,VS1,4,6435
0.3,Ideal,5,H,VS1,4,526
1.0,Good,2,E,VS1,4,7190
1.05,Very Good,3,H,VS2,5,5236
1.0,Good,2,E,SI1,3,5082
1.01,Fair,1,J,VVS2,6,2998
0.28,Premium,4,E,VVS2,6,646
1.31,Ideal,5,F,VS1,4,11237
1.0,Ideal,5,F,VS2,5,6424
0.76,Ideal,5,F,SI2,2,2403
1.02,Ideal,5,I,SI1,3,4738
0.5,Ideal,5,F,VS2,5,1654
1.33,Premium,4,G,VS1,4,9992
0.51,Premium,4,G,SI1,3,1250
0.43,Very Good,3,D,SI2,2,858
2.01,Premium,4,H,VS2,5,17191
0.9,Very Good,3,G,SI1,3,3669
0.7,Very Good,3,E,SI2,2,2298
0.41,Ideal,5,E,SI1,3,969
0.72,Good,2,F,SI1,3,2229
1.04,Very Good,3,I,SI1,3,4948
0.9,Premium,4,E,VS2,5,4687
0.57,Premium,4,E,VS2,5,1851
0.35,Very Good,3,H,SI1,3,630
0.41,Very Good,3,J,VS1,4,647
0.82,Good,2,H,VS2,5,2947
0.71,Good,2,I,SI1,3,2087
0.8,Ideal,5,I,VS1,4,2986
0.36,Very Good,3,G,SI1,3,606
0.3,Premium,4,H,VS1,4,526
0.9,Premium,4,G,SI1,3,3774
0.41,Ideal,5,H,VS1,4,1061
0.8,Premium,4,H,SI2,2,2409
1.01,Premium,4,G,VS1,4,6499
1.0,Fair,1,E,SI2,2,3136
1.11,Very Good,3,J,VS2,5,3730
0.7,Very Good,3,E,SI1,3,2239
0.31,Premium,4,H,VVS2,6,625
0.58,Ideal,5,H,VVS1,7,1961
1.51,Good,2,H,SI2,2,7723
0.54,Ideal,5,G,VS1,4,1760
0.71,Ideal,5,F,SI2,2,2173
0.33,Very Good,3,F,VVS2,6,739
0.6,Premium,4,E,SI1,3,1577
0.8,Very Good,3,E,SI2,2,3070
1.51,Premium,4,F,SI1,3,11957
0.83,Good,2,H,SI2,2,2337
0.42,Premium,4,F,SI1,3,773
1.31,Premium,4,I,VS2,5,6921
0.7,Very Good,3,H,SI2,2,1890
1.7,Ideal,5,I,VS1,4,12996
0.3,Ideal,5,F,IF,8,873
1.16,Ideal,5,G,VS1,4,9248
0.72,Ideal,5,E,SI1,3,3012
0.4,Ideal,5,H,VVS2,6,877
1.47,Premium,4,H,SI2,2,7573
1.53,Very Good,3,F,VS1,4,15079
0.76,Very Good,3,H,SI1,3,2838
1.35,Good,2,I,VS2,5,5610
1.2,Ideal,5,H,SI1,3,6450
0.38,Premium,4,F,VS2,5,1026
1.02,Ideal,5,G,SI2,2,4363
0.32,Ideal,5,I,VS2,5,485
0.3,Ideal,5,G,VVS2,6,878
1.2,Premium,4,I,VS2,5,5699
1.02,Very Good,3,D,SI1,3,5778
1.0,Ideal,5,H,VS2,5,4704
0.4,Premium,4,G,VVS1,7,1200
1.5,Premium,4,F,VS1,4,16783
1.26,Ideal,5,H,SI2,2,5998
0.75,Very Good,3,D,VVS2,6,4656
0.74,Very Good,3,G,SI1,3,2468
1.51,Fair,1,G,I1,1,4167
0.77,Very Good,3,G,VS1,4,2986
1.2,Ideal,5,I,VS2,5,5914
0.46,Very Good,3,F,SI2,2,809
0.41,Good,2,E,VVS1,7,1228
0.39,Very Good,3,F,VS2,5,716
0.3,Very Good,3,G,IF,8,831
0.7,Premium,4,H,VVS2,6,2596
1.02,Ideal,5,H,SI2,2,3927
0.9,Good,2,H,SI1,3,3734
0.6,Ideal,5,F,VVS2,6,2143
1.51,Ideal,5,I,VS2,5,9891
1.02,Very Good,3,H,VS2,5,5393
0.81,Ideal,5,G,VS2,5,3398
1.03,Premium,4,I,SI1,3,4441
0.8,Ideal,5,D,VS2,5,4781
0.36,Ideal,5,G,VVS1,7,884
0.31,Very Good,3,H,VVS2,6,625
1.51,Very Good,3,E,VS1,4,16129
0.7,Ideal,5,F,VVS1,7,3830
0.3,Ideal,5,E,VS2,5,652
1.52,Ideal,5,G,VVS1,7,16343
0.4,Ideal,5,D,VS2,5,982
0.82,Very Good,3,E,SI1,3,2741
0.49,Premium,4,E,VS1,4,1577
0.61,Very Good,3,E,SI1,3,2179
0.4,Very Good,3,I,VVS1,7,842
0.5,Ideal,5,F,VS1,4,1695
1.05,Fair,1,F,SI1,3,5186
0.5,Very Good,3,D,SI1,3,1436
1.45,Premium,4,D,SI1,3,10800
0.31,Ideal,5,G,VVS1,7,1046
0.52,Very Good,3,E,SI2,2,1190
0.9,Very Good,3,G,VS1,4,4297
0.3,Very Good,3,E,VS2,5,603
1.04,Ideal,5,G,VVS2,6,9465
0.23,Good,2,E,VVS1,7,458
1.01,Very Good,3,D,SI1,3,6270
0.71,Premium,4,E,SI1,3,2817
0.4,Very Good,3,D,SI1,3,924
0.75,Ideal,5,I,VS1,4,2613
0.7,Ideal,5,F,SI1,3,2343
1.06,Premium,4,G,VS2,5,5813
0.3,Very Good,3,G,SI1,3,447
0.3,Very Good,3,E,VVS1,7,1006
1.09,Ideal,5,E,VS1,4,8809
0.9,Good,2,H,SI1,3,3290
0.56,Ideal,5,F,VVS2,6,2554
0.51,Premium,4,J,SI1,3,1020
0.53,Premium,4,D,VS2,5,1734
1.54,Ideal,5,I,VS1,4,11651
0.54,Ideal,5,G,VVS2,6,1962
1.11,Ideal,5,H,SI2,2,4578
0.42,Premium,4,E,VS1,4,1181
1.5,Very Good,3,I,SI1,3,8590
1.0,Very Good,3,E,SI2,2,4181
0.61,Ideal,5,G,IF,8,2575
0.6,Premium,4,D,SI2,2,1385
0.3,Premium,4,F,VVS2,6,945
0.58,Premium,4,E,SI1,3,1641
0.48,Ideal,5,F,IF,8,2059
0.7,Ideal,5,D,VS1,4,3335
1.14,Ideal,5,G,IF,8,12458
0.77,Premium,4,G,SI2,2,2129
1.07,Very Good,3,G,VVS2,6,7975
0.62,Premium,4,E,SI2,2,1579
1.52,Premium,4,H,SI1,3,8566
0.23,Premium,4,E,VVS1,7,680
0.7,Ideal,5,H,VVS1,7,2881
1.01,Very Good,3,D,SI1,3,5815
0.4,Ideal,5,I,IF,8,1050
0.78,Very Good,3,H,SI2,2,2316
0.52,Ideal,5,E,VVS1,7,2467
0.91,Very Good,3,E,VS2,5,5145
0.41,Ideal,5,F,VVS1,7,1295
0.27,Ideal,5,I,VS1,4,432
0.33,Ideal,5,F,VVS1,7,1021
1.5,Premium,4,G,SI2,2,7098
0.72,Ideal,5,F,SI1,3,3242
0.31,Ideal,5,E,VS2,5,872
1.74,Ideal,5,D,SI2,2,9880
0.54,Ideal,5,F,VVS2,6,2333
0.62,Ideal,5,H,VVS2,6,2052
0.51,Ideal,5,D,SI1,3,1569
0.5,Ideal,5,D,VS1,4,1893
0.56,Ideal,5,G,VVS2,6,2081
0.72,Ideal,5,I,VS1,4,2539
0.78,Very Good,3,D,VS2,5,3298
0.6,Premium,4,F,SI2,2,1272
0.32,Ideal,5,G,VVS2,6,936
0.91,Good,2,G,SI2,2,3149
0.7,Ideal,5,F,SI1,3,2596
0.54,Ideal,5,D,SI1,3,1786
1.01,Very Good,3,E,VS2,5,6522
0.75,Very Good,3,E,VS1,4,3314
0.9,Good,2,G,SI1,3,3931
1.22,Ideal,5,F,VS1,4,9756
0.71,Good,2,F,VS2,5,2494
1.25,Premium,4,I,SI1,3,5390
0.31,Ideal,5,G,VVS2,6,707
0.4,Very Good,3,D,SI1,3,924
0.77,Very Good,3,D,SI1,3,3166
1.08,Very Good,3,G,VS2,5,6415
0.32,Ideal,5,D,VS2,5,972
1.02,Premium,4,E,SI1,3,5655
0.9,Very Good,3,F,SI1,3,4545
0.91,Premium,4,G,SI1,3,4045
1.01,Ideal,5,G,SI2,2,4079
0.31,Ideal,5,G,VS1,4,625
0.94,Premium,4,F,SI2,2,3095
0.72,Premium,4,J,VS2,5,1944
0.71,Very Good,3,G,SI1,3,2072
0.55,Good,2,F,VS1,4,1682
0.71,Ideal,5,E,VS1,4,3346
0.73,Premium,4,I,VS1,4,2393
0.36,Very Good,3,D,VS1,4,793
1.21,Premium,4,I,SI1,3,6098
0.94,Very Good,3,D,SI1,3,4902
0.32,Ideal,5,D,VVS2,6,804
2.01,Very Good,3,H,SI1,3,18027
0.54,Ideal,5,E,VS2,5,1847
1.56,Ideal,5,E,VS2,5,12717
0.5,Fair,1,G,VS2,5,1031
1.19,Good,2,E,VS2,5,6937
0.3,Ideal,5,G,IF,8,844
0.7,Ideal,5,E,VS1,4,3248
1.52,Ideal,5,I,SI1,3,9067
1.3,Premium,4,I,VS2,5,6442
1.0,Fair,1,E,SI1,3,4435
0.69,Good,2,I,VS1,4,1846
0.75,Premium,4,I,VS2,5,2329
0.33,Premium,4,G,VVS1,7,1114
0.9,Very Good,3,G,VS2,5,4276
1.46,Very Good,3,F,SI1,3,9770
2.0,Fair,1,F,SI2,2,15351
0.31,Ideal,5,H,IF,8,772
1.25,Ideal,5,F,VS2,5,10006
0.73,Ideal,5,E,SI2,2,2805
0.77,Ideal,5,D,SI1,3,2949
0.31,Very Good,3,H,VVS2,6,625
0.57,Premium,4,E,VS2,5,1949
0.32,Very Good,3,H,VS1,4,561
1.07,Very Good,3,H,VVS2,6,6751
1.01,Premium,4,G,VS2,5,5288
0.42,Premium,4,G,VS2,5,1087
0.35,Ideal,5,I,IF,8,715
1.12,Ideal,5,H,SI2,2,5331
0.73,Ideal,5,I,VS1,4,2908
1.0,Ideal,5,G,VVS2,6,7744
1.07,Ideal,5,D,VVS2,6,10266
1.07,Premium,4,H,SI2,2,4413
0.3,Premium,4,H,SI1,3,540
1.57,Very Good,3,J,VS2,5,7832
1.03,Premium,4,H,VS1,4,5624
0.5,Ideal,5,D,VS2,5,1845
0.32,Ideal,5,H,IF,8,1116
0.37,Ideal,5,D,SI1,3,643
0.9,Fair,1,F,SI2,2,3787
2.0,Good,2,D,SI2,2,17094
0.34,Premium,4,F,VS1,4,956
0.3,Ideal,5,F,VVS1,7,802
0.54,Very Good,3,F,SI1,3,1404
0.78,Ideal,5,I,VS1,4,2852
0.32,Premium,4,E,VVS1,7,1044
0.7,Ideal,5,I,VS2,5,2268
2.17,Ideal,5,I,SI1,3,17381
1.26,Premium,4,I,SI2,2,5207
1.01,Very Good,3,I,SI1,3,3676
0.31,Ideal,5,I,VVS1,7,732
0.52,Good,2,F,SI2,2,1350
0.83,Premium,4,D,SI1,3,2990
1.27,Very Good,3,I,I1,1,3665
0.38,Ideal,5,J,SI1,3,525
0.61,Ideal,5,H,IF,8,2438
1.75,Very Good,3,I,SI2,2,10098
0.91,Very Good,3,I,VS2,5,4008
0.44,Ideal,5,G,VVS1,7,1235
0.33,Premium,4,I,IF,8,891
0.9,Ideal,5,F,I1,1,2611
0.7,Premium,4,H,VVS2,6,2513
0.71,Very Good,3,D,SI1,3,2743
0.35,Very Good,3,E,VS2,5,665
1.06,Very Good,3,E,IF,8,12642
0.43,Very Good,3,F,SI1,3,792
0.71,Premium,4,H,IF,8,3349
0.33,Premium,4,H,VS1,4,579
1.02,Premium,4,G,IF,8,8489
0.5,Ideal,5,G,SI1,3,1153
0.65,Ideal,5,G,VS1,4,2242
0.31,Ideal,5,D,IF,8,1310
0.37,Premium,4,F,SI1,3,791
1.62,Ideal,5,F,SI1,3,12857
1.51,Good,2,G,VS2,5,11746
0.33,Ideal,5,G,VVS1,7,1114
0.52,Ideal,5,H,VVS1,7,1695
0.7,Ideal,5,D,VVS2,6,4369
0.39,Ideal,5,F,VS1,4,1003
1.0,Very Good,3,G,VS2,5,5940
0.43,Ideal,5,G,IF,8,1280
0.3,Ideal,5,E,VS2,5,844
0.7,Premium,4,G,SI1,3,2415
1.01,Premium,4,G,VS2,5,6108
1.34,Ideal,5,J,SI2,2,5358
0.78,Very Good,3,F,SI1,3,3267
0.31,Ideal,5,E,VS2,5,872
1.76,Very Good,3,H,SI1,3,9336
0.7,Premium,4,E,SI1,3,2753
1.0,Ideal,5,I,SI1,3,4200
0.33,Ideal,5,I,VVS2,6,743
0.3,Ideal,5,G,VVS2,6,878
0.31,Premium,4,G,SI1,3,462
0.5,Good,2,D,SI2,2,1175
0.51,Ideal,5,G,SI1,3,1284
0.3,Ideal,5,G,SI1,3,422
1.0,Premium,4,D,VS1,4,8020
0.44,Ideal,5,G,SI1,3,772
0.9,Fair,1,I,VS2,5,2666
0.5,Ideal,5,E,VS2,5,1614
0.31,Ideal,5,E,VS2,5,680
2.5,Ideal,5,J,SI2,2,15246
0.33,Premium,4,H,VVS1,7,752
1.12,Ideal,5,F,SI2,2,4140
1.09,Ideal,5,H,SI1,3,5376
0.5,Very Good,3,E,SI1,3,1289
0.4,Ideal,5,E,VS2,5,912
1.27,Premium,4,F,VVS2,6,11905
0.7,Premium,4,F,SI1,3,2333
0.36,Ideal,5,F,SI2,2,450
1.0,Very Good,3,G,VS2,5,6389
1.01,Ideal,5,H,SI1,3,4191
0.33,Ideal,5,D,VS1,4,727
0.29,Ideal,5,G,VVS2,6,600
0.9,Premium,4,H,SI1,3,3387
1.01,Premium,4,H,SI2,2,3782
1.01,Good,2,G,SI2,2,4210
0.72,Premium,4,G,SI1,3,2246
0.33,Premium,4,E,SI1,3,743
1.21,Ideal,5,H,SI1,3,6025
0.55,Ideal,5,F,VS2,5,1819
0.7,Ideal,5,F,VS2,5,3011
1.01,Ideal,5,F,SI1,3,6039
0.71,Very Good,3,D,SI1,3,2843
0.61,Ideal,5,D,SI1,3,1752
1.06,Premium,4,E,SI2,2,4652
2.29,Premium,4,G,SI2,2,13711
1.2,Very Good,3,E,VVS1,7,13015
1.33,Very Good,3,H,SI2,2,5586
0.9,Ideal,5,E,SI1,3,4439
1.5,Very Good,3,I,SI1,3,7140
1.01,Premium,4,D,SI2,2,4672
0.53,Ideal,5,F,VS2,5,1631
0.4,Good,2,E,SI1,3,857
1.03,Ideal,5,H,VS2,5,6123
0.5,Very Good,3,G,VVS2,6,1838
1.02,Ideal,5,F,VS1,4,7916
